web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,V_1,V_2,V_3,V_4-src
"1732793974-1","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-1069-virage-appartement-a-vendre.html","Virage Appartement A Vendre","115.000.000  FCFA","Plateau","media/annonces/pics/b00bf2d450bded4f16fadad64cf2dacf.jpg"
"1732793979-2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-2054-immeuble-r-2-la-cit-millionnaire.html","Immeuble r+ 2 à la cité millionnaire","95.000.000  FCFA","Plateau","media/annonces/pics/a2d4110dc20a892aa2aabc30ca7faeb8.jpg"
"1732793984-3","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-2116-villa-djilor-fimela.html","Villa djilor fimela","150.000.000  FCFA","Plateau","media/annonces/pics/9979709f53327f6b9b092f085cb7f32d.jpg"
"1732793989-4","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-4342-a-vendre-des-appartements-sacr-coeur-keur-gorgui.html","A vendre des appartements à Sacré Cœur Keur Gorgui","155.000.000  FCFA","Cité Keur Gorgui","media/annonces/pics/29d04aabf097486ede10527582a385b9.jpg"
"1732793993-5","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-4632-appartements-grand-standing-vendre.html","Appartements grand standing à vendre","63.000.000  FCFA","Nord Foire","media/annonces/pics/30bcb65a3e98a88b2ff58b2ecd4b0b11.jpg"
"1732793996-6","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-5090-vente-d-appartement-de-type-f4.html","vente d'appartement de type F4","146.000.000  FCFA","Almadies",""
"1732794000-7","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-5091-vente-d-appartement-de-type-f5.html","vente d'appartement de type F5","156.000.000  FCFA","Ngor","media/annonces/pics/8e7479b04299fed958eff7897403d767.jpg"
"1732794005-8","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-5103-vente-d-appartement-haut-standing-ultra-luxueuse.html","vente d'appartement haut standing ultra luxueuse","156.000.000  FCFA","Almadies","media/annonces/pics/11dff5857446f27e5c0588594bcf6233.jpg"
"1732794009-9","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-5105-vente-appartement-grand-standing.html","Vente Appartement Grand Standing","146.000.000  FCFA","Almadies","media/annonces/pics/533e9402c3c773c86fdf14202423bc47.jpg"
"1732794013-10","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-5148-appartement-haut-standing-f5-le-luxe-ultime.html","APPARTEMENT HAUT STANDING F5: LE LUXE ULTIME","168.000.000  FCFA","Almadies","media/annonces/pics/addfec4edff7e1360415c83295257e4d.jpg"
"1732794017-11","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-5904-joli-appartement-tres-spacieux-a-vendre-a-la-cite-keur-gorgui.html","JOLI APPARTEMENT TRES SPACIEUX A VENDRE A LA CITE KEUR GORGUI","157.500.000  FCFA","Cité Keur Gorgui","media/annonces/pics/d8a141994153f7a57b31abe2f5076da7.jpeg"
"1732794021-12","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-5906-appartement-luxueux-tres-bien-meuble-a-vendre-a-la-cite-keur-gorgui.html","APPARTEMENT LUXUEUX TRES BIEN MEUBLE A VENDRE A LA CITE KEUR GORGUI","75.000.000  FCFA","Cité Keur Gorgui","media/annonces/pics/c233a16cecd88e245baec63c79b113dc.jpeg"
"1732794024-13","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-6086-htel-en-vente-sur-somone.html","Hôtel en vente sur Somone","200.000.000  FCFA","Somone","media/annonces/pics/ce485680ab46fd15ba8ea4afabb20127.jpg"
"1732794028-14","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-6378-a-vendre-des-appartements-neufs-yoff-onomo.html","A Vendre des appartements neufs à Yoff ONOMO","85.000.000  FCFA","Yoff","media/annonces/pics/378bf8093b18bbf7d0ba67b48aa2b63c.jpg"
"1732794032-15","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-6515-appartement-f4-avec-ascenseur-vendre-nord-foire.html","Appartement F4 avec ascenseur à vendre Nord foire","65.000.000  FCFA","Nord Foire","media/annonces/pics/06d29a38c6c7817184ede2dc69a8fd16.jpg"
"1732794036-16","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-7072-vente-d-appartement-diamniadio.html","vente d'appartement à Diamniadio","29.000.000  FCFA","Diamniadio","media/annonces/pics/b3e34329b274256bea66250de3a0a5c8.jpg"
"1732794040-17","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-7073-vente-d-appartement-diamniadio.html","vente d'appartement à Diamniadio","","Diamniadio","media/annonces/pics/cbba328f7832daa5c2e1c5f8a230d18e.jpg"
"1732794044-18","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-7249-immeubles-vendre-yoff-apecsy.html","Immeubles à vendre à Yoff Apecsy","280.000.000  FCFA","Yoff","media/annonces/pics/b729f496cca38b148610661a4fbfd5c7.png"
"1732794048-19","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-7323-appartement-haut-satnding-a-hann-marinas-voile-d-or.html","APPARTEMENT HAUT SATNDING A  HANN MARINAS VOILE D'OR","141.000.000  FCFA","Hann Bel-Air","media/annonces/pics/cd4b41661df8343a7882106979a8c57b.jpg"
"1732794053-20","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-7533-bels-appartement-a-la-voile-d-or.html","Bel appartement à la voile d’or","90.000.000  FCFA","Hann Bel-Air","media/annonces/pics/10a2cc93c097e71464e3d9e3681d5725.jpg"
"1732794056-21","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-7574-fabuleux-appartement-a-hann-marinas-voile-d-or.html","FABULEUX APPARTEMENT A  HANN MARINAS VOILE D'OR","175.000.000  FCFA","Hann Bel-Air","media/annonces/pics/e33f8ddc51fdf18d4ef7d38629851019.jpg"
"1732794060-22","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-7652-immeubles-vendre-yoff-apecsy-prs-du-centre-ar-de-la-bcao.html","Immeubles à vendre â Yoff  Apecsy près du centre aéré de la BCAO","","Yoff","media/annonces/pics/5f1c6d2ce7ba647bd1530c94c35b0abd.jpg"
"1732794064-23","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","","https://www.dakarvente.com/annonce-7822-vente-d-un-immeuble.html","VENTE D'UN IMMEUBLE","350.000.000  FCFA","Maristes","media/annonces/pics/9021cafba490bf8fe68a8bc63c535cdf.jpg"
"1732794083-24","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-10481-appartement-vendre-au-point-e.html","Appartement à vendre au point E","550.000.000  FCFA","Point E","media/annonces/pics/646d959afffc95dbe1ee33b21cdfae24.jpg"
"1732794089-25","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-10484-appartement-vendre-louer-au-point-e.html","Appartement à vendre à louer au Point E","140.000.000  FCFA","Point E","media/annonces/pics/392b03c67825908c11227101cb9e9637.jpg"
"1732794095-26","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-10485-appartement-vendre-au-point-e.html","Appartement à vendre au point E","135.000.000  FCFA","Point E","media/annonces/pics/2d2e1341580a3cd93fbbdef472ebf610.jpg"
"1732794099-27","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-11091-immobilier.html","immobilier","80.000.000  FCFA","Hann Bel-Air","media/annonces/pics/7f8f595bbf53c8059284bf0b749f946d.jpeg"
"1732794103-28","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-12121-immobilier.html","Programme résidentiel","58.000.000  FCFA","Sicap Foire","media/annonces/pics/287e8148aac3c8f0bedb13af67f105a5.jpeg"
"1732794107-29","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-12474-conception-des-plans-architecturaux.html","Conception des plans architecturaux","1.000.000  FCFA","Cambérène","media/annonces/pics/76f92caf00408f23554ba147becc8450.jpg"
"1732794112-30","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-12965-vente-de-villa.html","Villa à vendre","450.000.000  FCFA","Point E","media/annonces/pics/057b87598d3d94d124898dcc82d1b61d.jpg"
"1732794117-31","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-13118-appartement-vendre-au-point-e.html","Appartement à vendre au Point E","140.000.000  FCFA","Point E","media/annonces/pics/3615b4f5e6e3b4089274ed065152d88e.jpg"
"1732794123-32","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-13149-appartement-vendre-amiti-2.html","Appartement à vendre à Amitié 2","125.000.000  FCFA","Amitié","media/annonces/pics/9e344f0304ce19b95d81c3ec3f259468.jpg"
"1732794127-33","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-13150-studio-meubl-cite-keur-gorgui.html","Studio meublé  Cite Keur Gorgui","30.000  FCFA","Cité Keur Gorgui","media/annonces/pics/2a487e483f596f5d14d77ba1090dae6c.jpeg"
"1732794131-34","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-13409-vente-villa-amiti-2.html","Vente villa - Amitié 2","125.000.000  FCFA","Amitié","media/annonces/pics/2a6a60acae90f5851b90edc7baea5ec1.jpg"
"1732794135-35","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-13575-villa-vendre-amiti-2.html","Villa à vendre-Amitié 2","125.000.000  FCFA","Amitié","media/annonces/pics/85270c0f5578158141ce426a937fc7a2.jpg"
"1732794139-36","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-13710-ssd-solution.html","ssd solution","120  FCFA","Dakar","media/annonces/pics/f735e9642933a548fb0aff16dc87c7f2.jpg"
"1732794143-37","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-13739-appartement-vendre-amiti-2.html","Appartement à vendre à Amitié 2","125.000.000  FCFA","Amitié",""
"1732794146-38","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-13847-appartement-vendre-amiti-2.html","Appartement à vendre-Amitié 2","125.000.000  FCFA","Amitié","media/annonces/pics/ea15a43e98cbed640407e14239febc21.jpg"
"1732794149-39","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-14524-joli-appartement-a-vendre-a-promocap.html","JOLI APPARTEMENT A VENDRE A  PROMOCAP","55.000.000  FCFA","Rufisque","media/annonces/pics/f429474bd6e5a71c2819332936ce7dbd.jpeg"
"1732794154-40","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-14847-appartement-meubl-louer-libert-6.html","Appartement  meublé à louer à Liberté 6","45.000  FCFA","Liberté 6","media/annonces/pics/2acb8cfa6ded98aeb89244dc9de9dcdd.jpg"
"1732794159-41","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-15857-appartements-studdios-chambres-meubls-a-louer.html","appartements studdios chambres meublés   a louer","15.000  FCFA","Dakar","media/annonces/pics/e7bf1755652ce018ea33f15f89850fb2.jpg"
"1732794164-42","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-18098-appartement-meuble-a-vendre-a-la-cite-aliou-sow-de-guediawaye.html","APPARTEMENT MEUBLE A VENDRE A LA CITE ALIOU SOW DE GUEDIAWAYE","35.000.000  FCFA","Guédiawaye","media/annonces/pics/2f6b6e13f9e584a5a73b14e2c279b5bd.jpg"
"1732794168-43","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-18872-appartement-vendre-au-point-e.html","Appartement à vendre au point E","175.000.000  FCFA","Dakar","media/annonces/pics/354aa17284c2c1908ebddfc2471be56e.jpg"
"1732794172-44","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-19094-appartement-vendre-au-point-e.html","Appartement à vendre au point E","175.000.000  FCFA","Dakar","media/annonces/pics/bbb92518896649339812d644bb732bf9.jpg"
"1732794176-45","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-19339-appartement-vendre-amiti-2.html","Appartement à vendre à Amitié 2","125.000.000  FCFA","Dakar","media/annonces/pics/1288411f3ecec1974709e2ac6bd1ab24.jpg"
"1732794181-46","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-19849-appartement-de-standing-2-chambres-salon.html","Appartement de standing 2 chambres salon","30.000.000  FCFA","Fass","media/annonces/pics/96e2e78b263137eb32ff71011807433f.jpg"
"1732794185-47","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-20337-appartement-a-vendre-aux-mamelles.html","APPARTEMENT A VENDRE AUX MAMELLES","100.000.000  FCFA","Dakar","media/annonces/pics/b88d59d3a07ade977bba50cf4b3d158d.jpg"
"1732794189-48","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-21141-immeuble-en-vente-saly.html","Immeuble en vente à Saly","210.000.000  FCFA","Saly","media/annonces/pics/9a714a88c155876dbc2834f4348652da.jpg"
"1732794193-49","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-22500-apparetement-a-louer-a-sicap-foire.html","APPARETEMENT A LOUER A SICAP FOIRE","200.000  FCFA","Sicap Foire","media/annonces/pics/40e8b33bbed5a8b23ae90247d1c51d94.jpg"
"1732794198-50","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-22575-appartement-a-vendre-a-sacre-coeur-1.html","APPARTEMENT A VENDRE A SACRE COEUR 1","110.000.000  FCFA","Point E","media/annonces/pics/cfa17c77f74f51dee96dddf821e910d7.jpg"
"1732794202-51","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-22752-appartement-a-vendre-a-virage.html","APPARTEMENT A VENDRE A VIRAGE","116.000.000  FCFA","Virage","media/annonces/pics/0300eca40fb79e2c768098d073940cd5.jpg"
"1732794209-52","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-23279-duplex-a-louer.html","DUPLEX A LOUER","700.000  FCFA","Ouakam","media/annonces/pics/e3f9959a7fcf88e933319b795a4c15da.jpg"
"1732794215-53","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-23537-appartement-vendre.html","Appartement à vendre","150.000.000  FCFA","Plateau","media/annonces/pics/c7fb8f2b1cc4aa153c71bcd741d14311.jpg"
"1732794219-54","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-23596-appartement-vendre-mermoz.html","APPARTEMENT À VENDRE À MERMOZ","85.000.000  FCFA","Sacré Coeur","media/annonces/pics/a5f8c056889860810f6f36b940e3fc91.jpg"
"1732794228-55","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-24017-vente-appartement-neuf-type-f4-au-virage.html","VENTE APPARTEMENT NEUF TYPE F4 AU VIRAGE","190.000.000  FCFA","Virage","media/annonces/pics/cb0d960cded63080082be5d94869eb54.jpg"
"1732794231-56","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-24113-appartement-a-vendre.html","APPARTEMENT A VENDRE","180.000.000  FCFA","Point E","media/annonces/pics/0018d32f06b4eb1302eaaf58d0851daa.jpg"
"1732794235-57","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-24452-immeuble-a-vendre.html","IMMEUBLE A VENDRE","800.000.000  FCFA","Cité Keur Gorgui","media/annonces/pics/45a7b592105a8cb576a2c755a074b457.jpg"
"1732794238-58","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-24738-appartement-vendre-ngor.html","APPARTEMENT À VENDRE À NGOR","110.000.000  FCFA","Ngor","media/annonces/pics/bf074c852902e9e0b7a48c31a99ac421.jpg"
"1732794242-59","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-24747-appartement-a-vendre-aux-almadies.html","APPARTEMENT A VENDRE AUX ALMADIES","340.000.000  FCFA","Point E","media/annonces/pics/c555bcbc0130ed7d94bcec6fcc2749fc.jpg"
"1732794245-60","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-24924-appartement-a-vendre-a-la-vdn.html","APPARTEMENT A VENDRE A LA VDN","55.000.000  FCFA","VDN","media/annonces/pics/0d2c47015508aecae024ca4732e561e5.jpg"
"1732794250-61","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-24980-appartement-vendre-yoff-virage.html","APPARTEMENT  À VENDRE À  YOFF VIRAGE","130.000.000  FCFA","Yoff","media/annonces/pics/700a0a1c6653c4335759b2a064b21c5e.jpg"
"1732794254-62","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-25053-appartement-de-76m2-vendre-la-cit-mixta.html","Appartement de 76m2 à vendre à la  Cité Mixta","40.000.000  FCFA","Nord Foire","media/annonces/pics/b2955aeace0f89771f50a58f1799d619.jpeg"
"1732794259-63","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","","https://www.dakarvente.com/annonce-25493-villa-a-vendre-aux-mamelles.html","VILLA  A VENDRE AUX MAMELLES","600.000.000  FCFA","Point E","media/annonces/pics/9b2e953792e83e530b923d5d9b7430e8.jpg"
"1732794274-64","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-25751-appartement-f4-neuf-bazarder-la-cit-mixta.html","APPARTEMENT F4 NEUF À BAZARDER  À LA CITÉ MIXTA","50.000.000  FCFA","Sud Foire","media/annonces/pics/f5c5cd380cff699b487713afe85abfbc.jpg"
"1732794279-65","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-26409-appartement-f4-haut-standing.html","APPARTEMENT F4 HAUT STANDING","135.000.000  FCFA","Nord Foire","media/annonces/pics/2a477ec936adcc9c7d9f6b952fcc569b.jpg"
"1732794284-66","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-26423-appartement-f4-aux-mamelles.html","Appartement F4 aux Mamelles","90.000.000  FCFA","Mamelles",""
"1732794288-67","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-26480-appartements-neufs-non-loin-du-monument-de-la-renaissance-africaine.html","Appartements neufs non loin du Monument de la Renaissance Africaine","153.000.000  FCFA","Mamelles","media/annonces/pics/6eb43ec813fb2a5ccf04910c23ddaef6.jpg"
"1732794292-68","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-26493-plusieurs-appartements-neufs-a-vendre.html","PLUSIEURS APPARTEMENTS NEUFS A VENDRE","150.000.000  FCFA","Almadies","media/annonces/pics/627033a2a698578aae0c8f635197ce0b.jpg"
"1732794296-69","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-26631-appartement-vendre-libert-6.html","APPARTEMENT À VENDRE LIBERTÉ 6","45.000.000  FCFA","Point E","media/annonces/pics/9c6fefa2bbf2498057f1f5fb7449cfc7.jpg"
"1732794301-70","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-26750-appartement-f4-haut-standing-vendre-virage.html","Appartement F4 haut standing à vendre à Virage","150.000.000  FCFA","Virage","media/annonces/pics/6d262111dc665809ca7c1d81c0c4cd84.jpg"
"1732794305-71","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-28258-appartement-f4.html","Appartement F4","55.000.000  FCFA","Diamniadio","media/annonces/pics/73f2536c48f811a0a80cc5f4ad61b0d1.jpeg"
"1732794309-72","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-28835-appartement-f3-vendre.html","Appartement F3 à vendre","42.000.000  FCFA","Nord Foire","media/annonces/pics/5432d07ec6bf3ebf3fa763c4caaeadc1.jpg"
"1732794312-73","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-28906-appartement-vendre.html","Appartement à vendre","90.000.000  FCFA","Yoff","media/annonces/pics/8e967fb8bbc6b70773cc5f55e2ee5fac.png"
"1732794316-74","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-28907-appartement-a-vendre.html","APPARTEMENT A VENDRE","115.000.000  FCFA","Yoff","media/annonces/pics/69ac9c9ccd3538c31af84dec459c07bf.png"
"1732794320-75","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-29149-appartement-vendre.html","Appartement à vendre","30.000.000  FCFA","Hann Maristes","media/annonces/pics/abc9c3fe58c10ac185d65903a715fdff.jpg"
