web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,V_1,V_2,V_3,V_4-src
"1732794724-152","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41342-appartement-haut-standing-aux-almadies.html","Appartement haut standing aux Almadies","175.000.000  FCFA","Almadies","media/annonces/pics/46df04cb8df958de0f7f3ff7a1f51871.jpg"
"1732794730-153","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41467-appartement-vendre.html","Appartement à vendre","75.000.000  FCFA","Maristes","media/annonces/pics/7809bf214d7c494cadbe460141d28bfb.jpeg"
"1732794736-154","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41468-appartement-vendre.html","Appartement à vendre","75.000.000  FCFA","Maristes","media/annonces/pics/39b0375fb4363c14a373858cdf6fb194.jpeg"
"1732794742-155","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41545-appartement-f4-vendre-kalia-almadie-2.html","Appartement F4 à vendre kalia almadie 2","35.000.000  FCFA","Mbao","media/annonces/pics/2677ddc8739afd06f3a6421ffa8d50b9.jpg"
"1732794747-156","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41655-appartement-vendre.html","Appartement à vendre","65.000.000  FCFA","Point E","media/annonces/pics/f319b8f8197baf206bddaf6910e35e89.jpeg"
"1732794752-157","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41656-appartement-vendre.html","Appartement à vendre","190.000.000  FCFA","Pyrotechnie","media/annonces/pics/cead560ae222fd73a30ad0bd415a9882.jpeg"
"1732794758-158","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41657-penthouse-vendre.html","Penthouse à vendre","265.000.000  FCFA","Point E","media/annonces/pics/b3abe1f1511d62f031685f28b4ebe1f8.jpeg"
"1732794762-159","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41695-studios-neufs-aux-almadies.html","Studios neufs aux Almadies","48.000.000  FCFA","Almadies","media/annonces/pics/0d5fd6a98de8e7f9bc0e6f6fe0e342dc.jpg"
"1732794765-160","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41800-studio-f2-54m2-vendre-aux-almadies.html","STUDIO F2 54m2 à vendre aux Almadies","48.000.000  FCFA","Almadies","media/annonces/pics/685f072c5fcc5caf7a26103e80cdd232.jpeg"
"1732794769-161","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41804-studio-f2-54m2-vendre-aux-almadies.html","STUDIO F2 54m2 à vendre aux Almadies","48.000.000  FCFA","Almadies","media/annonces/pics/1852266b00dea4f27dc3163c321ef9ec.jpeg"
"1732794772-162","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41835-appartement-vendre.html","appartement à vendre","110.000.000  FCFA","Virage","media/annonces/pics/68c48bebc0d07491b4c15017b5e34472.jpeg"
"1732794777-163","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42007-studios-neufs-aux-almadies.html","Studios neufs aux Almadies","48.000.000  FCFA","Almadies","media/annonces/pics/6741602f037d5afda7c8ae377c955851.jpg"
"1732794782-164","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42092-appartement-f4-vendre-mermoz-dakar-sngal.html","Appartement F4 à vendre Mermoz  Dakar Sénégal","110.000.000  FCFA","Mermoz","media/annonces/pics/67fe7a21176f34a721a82d4765a76b3e.jpg"
"1732794787-165","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42097-appartement-vendre.html","appartement à vendre","30.000.000  FCFA","Ouakam","media/annonces/pics/2d708884706ff81f7cf1a698d706c0ce.jpeg"
"1732794792-166","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42171-appartement-vendre.html","Appartement à vendre","900.000.000  FCFA","Liberté 6","media/annonces/pics/80aad528a5324f1537f87f2b3de6d382.jpg"
"1732794799-167","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42218-appartement-f4-en-vente.html","Appartement F4 en vente","35.000.000  FCFA","Derklé","media/annonces/pics/f0ce843626f7efdc6f5c4d8cdaa846b4.jpeg"
"1732794805-168","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42678-appartement-vendre.html","Appartement à vendre","350.000.000  FCFA","Mermoz","media/annonces/pics/543d0c490d46acb6dde05d94c38dcc06.jpg"
"1732794808-169","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42679-jai-partement-vendre.html","Jai partement à vendre","350.000.000  FCFA","Mermoz","media/annonces/pics/4e2d0cf921dcaf7c78b7c367218194fb.jpg"
"1732794814-170","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42838-sublime-f3-neuf-au-almadies.html","F3  neuf au Almadies","85.000.000  FCFA","Almadies","media/annonces/pics/6670502744d6cd50625a5b806ef4ca05.jpeg"
"1732794818-171","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42844-appartements-neufs-sd-city.html","Appartements neufs à SD CITY","40.000.000  FCFA","Diamniadio","media/annonces/pics/0b26f4c28a0d77836ef47b96f0b2a64d.jpg"
"1732794821-172","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42846-appartement-haut-standing-aux-almadies.html","Appartement haut standing aux Almadies","134.400.000  FCFA","Almadies","media/annonces/pics/caf450120c0226afca99c933eb007788.jpg"
"1732794826-173","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43478-appartement-vendre-au-virage-vers-la-mer.html","APPARTEMENT À VENDRE AU VIRAGE VERS LA MER","","Virage","media/annonces/pics/50aa98d016f1f1c5f109da1bebbaf752.jpeg"
"1732794830-174","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43624-studio-haut-standing-aux-almadies.html","Studio haut standing aux Almadies","50.000.000  FCFA","Almadies","media/annonces/pics/9d8d0452f29aa402bbd06692286140c0.jpg"
"1732794835-175","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43815-f3-neuf-aux-mamelles.html","F3 neuf aux Mamelles","104.000.000  FCFA","Mamelles","media/annonces/pics/51fbab254da88cfcf981b094800d240e.jpg"
"1732794839-176","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43866-studio-meubl-vendre.html","STUDIO MEUBLÉ À VENDRE","85.000.000  FCFA","Point E","media/annonces/pics/4d29d58e66420574987f6f5f981f9458.jpeg"
"1732794845-177","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43868-appartement-f3-vendre-cit-keur-gorgui.html","APPARTEMENT F3 À VENDRE CITÉ KEUR GORGUI","90.000.000  FCFA","Cité Keur Gorgui","media/annonces/pics/dea28f1314b18683115f6e9972166be7.jpeg"
"1732794850-178","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43869-appartement-f3-vendre-libert-6-extension.html","APPARTEMENT F3 À VENDRE LIBERTÉ 6 EXTENSION","90.000.000  FCFA","Liberté 6","media/annonces/pics/7a328381f01edf4b656fb8ddcf1e02f9.jpeg"
"1732794853-179","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43896-appartement-vendre-dakar-almadies.html","Appartement à vendre  Dakar Almadies","90.400.000  FCFA","Almadies","media/annonces/pics/b5c291f73fcdfd0ba54ec72885ebcce3.jpg"
"1732794857-180","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43901-appartement-a-vendre-dakar-almadies.html","Appartement a vendre Dakar Almadies","90.400.000  FCFA","Almadies","media/annonces/pics/14f079fb9d7fccb43e75c2a58297ca5e.png"
"1732794862-181","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43991-appartement-vendre-t2-point-e.html","APPARTEMENT À VENDRE T2 POINT E","65.000.000  FCFA","Point E","media/annonces/pics/0e4df6b8ea38afdbc5ccbe166de5e3eb.jpeg"
"1732794865-182","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43992-appartement-t3-vendre-point-e.html","APPARTEMENT T3 À VENDRE POINT E","90.000.000  FCFA","Point E","media/annonces/pics/4e1209f8d32cc7fd648580a9f4d509b8.jpeg"
"1732794871-183","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43993-appartement-t4-vendre-point-e.html","APPARTEMENT T4 À VENDRE POINT E","191.000.000  FCFA","Point E","media/annonces/pics/25b9932b189ac618e1540697e30f6d8d.jpeg"
"1732794875-184","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43995-appartement-vendre-point-e.html","APPARTEMENT À VENDRE POINT E","272.000.000  FCFA","Point E","media/annonces/pics/76e3e7070975ff30c5ecf6f13ff4dc11.jpeg"
"1732794880-185","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-44008-studio-neuf-aux-mamelles.html","Studio  neuf aux Mamelles","45.400.000  FCFA","Mamelles","media/annonces/pics/faf7c97a188080a45e99a1cf81e10702.jpg"
"1732794889-186","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-44125-appartement-vendre-dakar-almadies.html","Appartement à vendre Dakar Almadies","90.400.000  FCFA","Almadies","media/annonces/pics/f939168390a34a32e37d3cfaaf5fd464.jpg"
"1732794895-187","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-44307-bel-appartement-haut-standing-aux-almadies.html","Bel appartement haut standing aux Almadies","90.400.000  FCFA","Almadies","media/annonces/pics/02099d9b0b98b83861d95b5e893b8377.jpg"
"1732794899-188","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-44325-studio-neuf-sacr-coeur-3.html","Studio neuf Sacré cœur 3","60.000.000  FCFA","Sacré Coeur","media/annonces/pics/2284b009a7f2a82a8d263e124cc3e79d.jpg"
"1732794913-189","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-44373-f3-neuf-aux-mamelles.html","F3 neuf aux Mamelles","97.700.000  FCFA","Mamelles","media/annonces/pics/498642ccd3e697d872bc8e02acfa7913.jpg"
"1732794917-190","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-44472-studio-neuf-sacr-coeur.html","Studio neuf sacré cœur","69.000.000  FCFA","Sacré Coeur","media/annonces/pics/928eaf1c55133ef1cd56b7171b7b81f5.jpg"
"1732794920-191","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-44728-un-appartement-vendre.html","UN APPARTEMENT À VENDRE","45.000.000  FCFA","Sicap Foire","media/annonces/pics/d8a4d6b2cdb4b73e3a2bb70d958a8270.jpg"
"1732794925-192","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-44769-btiment-de-150-mtres-carrs-dmolir-dakar-sngal.html","Bâtiment de 150 mètres carrés à démolir à Dakar Sénégal","110.000.000  FCFA","Grand Yoff","media/annonces/pics/e8f2f96e3a1ed1d4fe2bd4e5c8495aea.jpg"
"1732794929-193","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-44867-appartement-vendre.html","appartement à vendre","285.000.000  FCFA","Almadies","media/annonces/pics/829d538607852a9a35421f36c3990b90.jpeg"
"1732794934-194","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-44951-studio-de-haut-standing-ngor-almadies.html","Studio de haut Standing à Ngor-Almadies","67.000.000  FCFA","Almadies","media/annonces/pics/22aa50ce3c9af1caaf2841d700d8a7a2.jpeg"
"1732794938-195","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-45067-duplex-sur-sacr-coeur-2.html","Duplex sur sacré cœur 2","70.000.000  FCFA","Sacré Coeur","media/annonces/pics/325541569d39867e1704d5492f609487.jpg"
"1732794942-196","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-45291-f3-haut-standing-vendre.html","F3 haut standing à Vendre","115.000.000  FCFA","Liberté 6","media/annonces/pics/c64ec18e903a992e0841d6d4d35d6e1c.jpeg"
"1732794946-197","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-45356-des-appartements-a-vendre-centre-ville-haut-plateaux.html","Des appartements a vendre centre ville haut plateaux","2.000.000  FCFA","Plateau","media/annonces/pics/fd272a91dafcf7fecb7e9212eda77830.jpeg"
"1732794950-198","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-45387-f4-vendre.html","F4 à vendre","215.000.000  FCFA","Mermoz","media/annonces/pics/3a63704b5a4b511e1b955cb495429771.jpg"
"1732794953-199","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-45388-f4-vendre.html","F4 à vendre","250.000.000  FCFA","Mermoz","media/annonces/pics/b77e77c64be541f7feb6b6a99899a287.jpg"
"1732794958-200","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-45787-appartement-en-vente.html","APPARTEMENT EN VENTE","85.000.000  FCFA","Amitié","media/annonces/pics/9b12e398fc92fe01f81c3695edd56531.jpeg"
"1732794962-201","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-46003-f3-neuf-en-bordure-de-route.html","F3 neuf en bordure de route","135.000.000  FCFA","Sacré Coeur","media/annonces/pics/e7cade520544ff237c3f9088ee0b228a.jpg"
"1732794966-202","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-46004-studio-mamelles-neuf.html","Studio  Mamelles neuf","60.000.000  FCFA","Almadies","media/annonces/pics/f4fdcc2d3d0acbe961e3aa24e3ac5199.jpg"
"1732794971-203","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-46005-appartement-f3-vendre-residence-kalia-zone-de-captage-derrire-emg.html","Appartement F3 à Vendre","70.000.000  FCFA","Maristes","media/annonces/pics/1731d0d2ae7c0ad51f32f16b42b1def4.jpeg"
"1732794975-204","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-46412-superbe-f4-neuf-en-bordure.html","Superbe F4 neuf en bordure","150.000.000  FCFA","Sacré Coeur","media/annonces/pics/b3aae2058927cf34f072e594b5b25f3b.jpg"
"1732794980-205","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-46656-vente-d-appartements-en-vefa-dakar-plateau.html","Vente d'appartements en VEFA à Dakar plateau","262.350.000  FCFA","Dakar","media/annonces/pics/bd1b53f1c741df5b6c2668be97d96606.jpeg"
"1732794983-206","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-46993-bel-f3-en-bordure-de-route.html","BEL F3 en bordure de route","138.700.000  FCFA","Sacré Coeur","media/annonces/pics/7c3504a94826bb54d78a8161a3f10aa8.jpg"
"1732794992-207","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47215-la-rsidence-foire-city.html","LA RÉSIDENCE FOIRE CITY","187.400.000  FCFA","Sud Foire","media/annonces/pics/c1699c0ddfbf8d935d82f41a9697d644.jpeg"
"1732794996-208","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47293-f2-a-vendre-sur-la-residence-foire-city.html","F2 A VENDRE SUR LA RESIDENCE FOIRE CITY","59.000.000  FCFA","Sud Foire","media/annonces/pics/6284e5cb91d164c608668e75771d6e0c.jpeg"
"1732795000-209","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47312-appartement-f4-foire-city-a-vendre.html","APPARTEMENT F4 FOIRE CITY A VENDRE","135.400.000  FCFA","Sud Foire","media/annonces/pics/c028e9f0a94e61999c77670a78bc9f7e.jpeg"
"1732795004-210","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47337-vente-appartements-au-point-e.html","Vente appartements au point e","250.000.000  FCFA","Point E","media/annonces/pics/37a832ed889d8694aa6609c623d1b0a5.png"
"1732795009-211","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47480-appartement-vendre-une-belle-opportunit.html","APPARTEMENT À VENDRE UNE BELLE OPPORTUNITÉ","110.000.000  FCFA","Sicap Foire","media/annonces/pics/896bba48a9cb98d728699478204a6189.jpg"
"1732795013-212","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47520-tres-joli-appartement-vendre.html","TRES JOLI APPARTEMENT À VENDRE","80.000.000  FCFA","Liberté 2","media/annonces/pics/f90dbd951cacde6a3aadc475509f88a9.jpg"
"1732795016-213","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47542-appartement-f2-a-vendre-aux-mamelles-almadies.html","APPARTEMENT F2 A VENDRE AUX MAMELLES ALMADIES","58.800.000  FCFA","Almadies","media/annonces/pics/9de9c0536b5b6af5d2397d3dd89350ff.jpeg"
"1732795020-214","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47572-f2-f3-a-vendre-a-la-medina.html","F2/F3 A VENDRE A LA MEDINA","55.000.000  FCFA","Médina","media/annonces/pics/ccbe9758daf2932556a47ba203a44ba2.jpg"
"1732795024-215","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47575-f4-a-vendre-au-virage.html","F4 A VENDRE AU VIRAGE","135.000.000  FCFA","Virage","media/annonces/pics/9404c16a0911d5ec3df0cc146bc9b8cd.jpg"
"1732795028-216","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47580-f4-a-vendre-au-plateau.html","F4 A VENDRE AU PLATEAU","250.000.000  FCFA","Dakar","media/annonces/pics/e4287569ed9f87355b252871887062f8.jpg"
"1732795032-217","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47588-f4-a-vendre-a-fann-hock.html","F4 A VENDRE A FANN HOCK","122.000.000  FCFA","Fann","media/annonces/pics/6967e5622cd91cc41dac297d493d7373.jpg"
"1732795035-218","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47590-f5-a-vendre-a-ouest-foire.html","F5 A VENDRE A OUEST FOIRE","165.000.000  FCFA","Ouest Foire","media/annonces/pics/4afa5cba6da13a9073bcf51efaf91597.jpg"
"1732795039-219","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47623-bel-appartement-vendre.html","bel appartement à vendre","110.000.000  FCFA","Dakar","media/annonces/pics/8ebb11a329903f71e020c9ddaccc2e6d.jpeg"
"1732795043-220","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47647-appartement-f4-vendre-yoff-virage.html","APPARTEMENT F4 À VENDRE YOFF VIRAGE","135.000.000  FCFA","Virage","media/annonces/pics/a6289f60b24cb8b293ae68bf43bab29b.jpeg"
"1732795046-221","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47716-appartement-a-vendre.html","APPARTEMENT A VENDRE","105.021.000  FCFA","Ouest Foire","media/annonces/pics/42c84336976605c6d5eef4ce0013f40b.jpeg"
"1732795050-222","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47765-appartement-vendre.html","appartement à vendre","180.000.000  FCFA","Cité Keur Gorgui","media/annonces/pics/0e8adb31abd772ad95655953c51ea797.jpeg"
"1732795053-223","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-47972-appartement-vendre.html","Appartement à vendre","110.000.000  FCFA","Dakar","media/annonces/pics/0d05c4edaff8c76d722fa3d6b8b672f4.jpeg"
"1732795058-224","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-48240-appartement-meubl-vendre-dakar-sngal.html","Appartement Meublé à vendre à Dakar Sénégal","47.000.000  FCFA","Almadies","media/annonces/pics/a21b6775864f3a100740f240d1e30026.jpeg"
"1732795062-225","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-48358-appartements-f4-a-vendre-en-location-vente.html","APPARTEMENTS F4 A VENDRE EN LOCATION VENTE Logements de qualité à louer","97.519.500  FCFA","Ouest Foire","media/annonces/pics/863b82850a2d1b56f4cc848ee03ff06a.jpeg"
"1732795067-226","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-48601-appartement-a-vendre.html","Appartement A Vendre","40.000.000  FCFA","Diamniadio","media/annonces/pics/c860340a9d60e483cc8250f27a87c871.jpg"
"1732795070-227","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-49154-appartement-vendre-point-e.html","Appartement à vendre Point E","272.000.000  FCFA","Point E","media/annonces/pics/075f23551ca944a0d6ad83b5e22cdc9f.jpeg"
"1732795075-228","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-49168-appartement-vendre-mermoz.html","Appartement à vendre à Mermoz","270.000.000  FCFA","Mermoz","media/annonces/pics/97ca21a76e9ed9144f670e3ba373c96d.jpeg"
"1732795079-229","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","","https://www.dakarvente.com/annonce-49169-appartement-vendre-mermoz.html","Appartement à vendre à Mermoz","270.000.000  FCFA","Mermoz","media/annonces/pics/dd12f8c492adf2d6f25b061c26e63c84.jpeg"
