web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,V_1,V_2,V_3,V_4,V_4-href
"1732591152-138","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre un terrain à Bambilor","https://www.dakarvente.com/annonce-5987-a-vendre-un-terrain-bambilor.html","A vendre un terrain à Bambilor","11.800.000  FCFA","Rufisque","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591158-139","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","terrains à vendre au Lac Rose","https://www.dakarvente.com/annonce-6006-terrains-vendre-au-lac-rose.html","terrains à vendre au Lac Rose","14.000  FCFA","Lac rose","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591164-140","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre 2 terrains à Sangalkam","https://www.dakarvente.com/annonce-6012-a-vendre-2-terrains-sangalkam.html","A vendre 2 terrains à Sangalkam","2.500.000  FCFA","Rufisque","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591169-141","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","TERRAIN 1000M2 SALY","https://www.dakarvente.com/annonce-6039-terrain-1000m2-saly.html","TERRAIN 1000M2 SALY","25.000.000  FCFA","Saly","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591175-142","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre 2 terrains à Sotrac MERMOZ","https://www.dakarvente.com/annonce-6054-a-vendre-2-terrains-sotrac-mermoz.html","A vendre 2 terrains à Sotrac MERMOZ","89.000.000  FCFA","Mermoz","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591183-143","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","TERRAIN DE 8000 M2 A Nguekokh","https://www.dakarvente.com/annonce-6061-terrain-de-8000-m2-a-nguekokh.html","TERRAIN DE 8000 M2 A Nguekokh","20.000  FCFA","Ngaparou","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591188-144","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrainde 1 ha à vendre à nguekokh","https://www.dakarvente.com/annonce-6063-terrainde-1ha-vendre-nguekokh.html","Terrainde 1 ha à vendre à nguekokh","7.000.000  FCFA","Point E","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591195-145","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Vente terrains 195m² - Mermoz-Sacré Coeur","https://www.dakarvente.com/annonce-6064-vente-terrains-195m-mermoz-sacr-coeur.html","Vente terrains 195m² - Mermoz-Sacré Coeur","1.200.000  FCFA","Mermoz","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591204-146","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrain 2000 m2 Somone","https://www.dakarvente.com/annonce-6158-terrain-2000-m2-somone.html","Terrain 2000 m2 Somone","85.000.000  FCFA","Somone","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591214-147","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre un terrain aux Mamelles Aéroports","https://www.dakarvente.com/annonce-6171-a-vendre-un-terrain-aux-mamelles-aroports.html","A vendre un terrain aux Mamelles Aéroports","65.000.000  FCFA","Mamelles","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591221-148","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre un terrain aux Mamelles Aéroports","https://www.dakarvente.com/annonce-6172-a-vendre-un-terrain-aux-mamelles-aroports.html","A vendre un terrain aux Mamelles Aéroports","150.000.000  FCFA","Mamelles","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591232-149","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrain 300 mètre carré Mbour","https://www.dakarvente.com/annonce-6176-terrain-300-mtre-carr-mbour.html","Terrain 300 mètre carré Mbour","13.000.000  FCFA","Mbour","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591238-150","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Vente de Terrains","https://www.dakarvente.com/annonce-6238-vente-de-terrains.html","Vente de Terrains","30.000.000  FCFA","Fatick","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591245-151","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Ranch à vendre sur Toubab Dialaw","https://www.dakarvente.com/annonce-6265-ranch-vendre-sur-toubab-dialaw.html","Ranch à vendre sur Toubab Dialaw","190.000.000  FCFA","Thiès","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591251-152","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrain en vente sur Mbour","https://www.dakarvente.com/annonce-6273-terrain-en-vente-sur-mbour.html","Terrain en vente sur Mbour","18.000.000  FCFA","Mbour","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591265-153","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrain 7000m2 axe ngaparou-nguerigne","https://www.dakarvente.com/annonce-6295-terrain-7000m2-axe-ngaparou-nguerigne.html","Terrain 7000m2 axe ngaparou-nguerigne","35.000  FCFA","Ngaparou","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591272-154","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrain en vente sur Mbodiène","https://www.dakarvente.com/annonce-6296-terrain-en-vente-sur-mbodine.html","Terrain en vente sur Mbodiène","20.000  FCFA","Mbour","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591282-155","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Vente Terrains 116 - Medina","https://www.dakarvente.com/annonce-6338-vente-terrains-116-medina.html","Vente Terrains 116 - Medina","140.000.000  FCFA","Dakar","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591290-156","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Vente Terrains 116 - Medina","https://www.dakarvente.com/annonce-6339-vente-terrains-116-medina.html","Vente Terrains 116 - Medina","140.000.000  FCFA","Dakar","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591298-157","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A.V des Terrains TF Keur Massar","https://www.dakarvente.com/annonce-6354-av-des-terrains-tf-keur-massar.html","A.V des Terrains TF Keur Massar","7.500.000  FCFA","Keur Massar","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591312-158","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrain 900 m2 ngaparou bord de mer","https://www.dakarvente.com/annonce-6363-terrain-900-m2-ngaparou-bord-de-mer.html","Terrain 900 m2 ngaparou bord de mer","85.000.000  FCFA","Ngaparou","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591319-159","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","TERRAIN À VENDRE TITRE FONCIER SITUÉ À KEUR MASSAR CITE ANCAR PRÈS DU PÉAGE","https://www.dakarvente.com/annonce-6365-terrain-vendre-titre-foncier-situ-keur-massar-cite-ancar-prs-du-page.html","TERRAIN À VENDRE TITRE FONCIER SITUÉ À KEUR MASSAR CITE ANCAR PRÈS DU PÉAGE","16.000.000  FCFA","Keur Massar","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591330-160","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre un terrain à Dakar Plateau","https://www.dakarvente.com/annonce-6380-a-vendre-un-terrain-dakar-plateau.html","A vendre un terrain à Dakar Plateau","1.300.000  FCFA","Plateau","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591338-161","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre un terrain à Yoff Virage","https://www.dakarvente.com/annonce-6381-a-vendre-un-terrain-yoff-virage.html","A vendre un terrain à Yoff Virage","215.000.000  FCFA","Yoff","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591349-162","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrains TF Keur Massar","https://www.dakarvente.com/annonce-6385-av-des-terrains-tf-keur-massar.html","Terrains TF Keur Massar","7.500.000  FCFA","Keur Massar","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591360-163","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Vente terrain","https://www.dakarvente.com/annonce-6493-vente-terrain.html","Vente terrain","600  FCFA","Dakar","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591366-164","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrain à vendre 200m² angle Golf sur la vdn3","https://www.dakarvente.com/annonce-6516-terrain-vendre-200m-angle-golf-sur-la-vdn3.html","Terrain à vendre 200m² angle Golf sur la vdn3","23.000.000  FCFA","Golf","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591372-165","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre un terrain à Yoff Biagui","https://www.dakarvente.com/annonce-6545-a-vendre-un-terrain-yoff-biagui.html","A vendre un terrain à Yoff Biagui","100.000.000  FCFA","Biagui","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591391-166","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","A vendre un terrain à Dalifor","https://www.dakarvente.com/annonce-6546-a-vendre-un-terrain-dalifor.html","A vendre un terrain à Dalifor","260.000.000  FCFA","Pikine","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591397-167","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Vente terrain 116m² - Medina","https://www.dakarvente.com/annonce-6621-vente-terrain-116m-medina.html","Vente terrain 116m² - Medina","","Dakar","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591406-168","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain 300 m2 à Saly","https://www.dakarvente.com/annonce-6636-terrain-300-m2-saly.html","Terrain 300 m2 à Saly","13.000.000  FCFA","Saly","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591412-169","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain en vente sur Warang, Mbour","https://www.dakarvente.com/annonce-6640-terrain-en-vente-sur-warang-mbour.html","Terrain en vente sur Warang, Mbour","8.000.000  FCFA","Mbour","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591418-170","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain en vente sur Warang, Mbour","https://www.dakarvente.com/annonce-6641-terrain-en-vente-sur-warang-mbour.html","Terrain en vente sur Warang, Mbour","8.000.000  FCFA","Mbour","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591425-171","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","TERRAIN A VENDRE A GOLF","https://www.dakarvente.com/annonce-6675-terrain-a-vendre-a-golf.html","TERRAIN A VENDRE A GOLF","20.000.000  FCFA","Guédiawaye","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591430-172","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","terrain 600m2 warang","https://www.dakarvente.com/annonce-6682-terrain-600m2-warang.html","terrain 600m2 warang","17.000.000  FCFA","Mbour","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591437-173","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","terrain 300m2 nianing","https://www.dakarvente.com/annonce-6712-terrain-300m2-nianing.html","terrain 300m2 nianing","11.000.000  FCFA","Mbour","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591448-174","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","terrain 736m2 saly","https://www.dakarvente.com/annonce-6713-terrain-736m2-saly.html","terrain 736m2 saly","22.000.000  FCFA","Mbour","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591455-175","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Vente terrain 225m² à Diass(Mbour)","https://www.dakarvente.com/annonce-6748-vente-terrain-225m-diassmbour.html","Vente terrain 225m² à Diass(Mbour)","2.500.000  FCFA","Mbour","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591462-176","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain","https://www.dakarvente.com/annonce-6756-terrain.html","Terrain","1.100.000  FCFA","Lac rose","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591469-177","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain de 225m carrés","https://www.dakarvente.com/annonce-6807-terrain-de-225m-carrs.html","Terrain de 225m carrés","200.000  FCFA","Thiès","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591480-178","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain 300 m2 TF à Saly","https://www.dakarvente.com/annonce-6891-terrain-300-m2-tf-saly.html","Terrain 300 m2 TF à Saly","17.000.000  FCFA","Saly","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591489-179","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain  Lac Rose","https://www.dakarvente.com/annonce-6896-terrain-lac-rose.html","Terrain  Lac Rose","5.000.000  FCFA","Lac rose","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591498-180","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain 400 m2 Saly niakhniakhal","https://www.dakarvente.com/annonce-6974-terrain-400-m2-saly-niakhniakhal.html","Terrain 400 m2 Saly niakhniakhal","17.000.000  FCFA","Saly","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591506-181","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain de 500m2","https://www.dakarvente.com/annonce-7009-terrain-a-vendre-avec-constrcution-r-2-inacheve-a-goumel-a-10mn-de-la-ville.html","Terrain de 500m2","30.000.000  FCFA","Ziguinchor","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591514-182","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Vente terrain 195 m² - Mermoz Sacré Coeur","https://www.dakarvente.com/annonce-7047-vente-terrain-195-m-mermoz-sacr-coeur.html","Vente terrain 195 m² - Mermoz Sacré Coeur","1.200.000  FCFA","Mermoz","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591519-183","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrains de 150m2","https://www.dakarvente.com/annonce-7063-terrains.html","Terrains de 150m2","1.500.000  FCFA","Dakar","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591529-184","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain 300 m2 à Saly carrefour","https://www.dakarvente.com/annonce-7080-terrain-300-m2-saly-carrefour.html","Terrain 300 m2 à Saly carrefour","9.000.000  FCFA","Saly","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591537-185","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Vente de Terrain au Lac rose","https://www.dakarvente.com/annonce-7088-vente-de-terrain-au-lac-rose.html","Vente de Terrain au Lac rose","2.000.000  FCFA","Dakar","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591543-186","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain 150m2 Tivaoune Peul","https://www.dakarvente.com/annonce-7123-terrain-150m2-tivaoune-peul.html","Terrain 150m2 Tivaoune Peul","3.000.000  FCFA","Lac rose","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591555-187","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Titre foncier aux  Almadies","https://www.dakarvente.com/annonce-7194-tf-aux-almadies.html","Titre foncier aux  Almadies","110.000.000  FCFA","Almadies","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591567-188","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain 2000 m2 Saly velinguara","https://www.dakarvente.com/annonce-7195-terrain-2000-m2-saly-velinguara.html","Terrain 2000 m2 Saly velinguara","45.000.000  FCFA","Saly","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591573-189","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain 300 m2 à Saly Joseph","https://www.dakarvente.com/annonce-7218-terrain-300-m2-saly-joseph.html","Terrain 300 m2 à Saly Joseph","7.000.000  FCFA","Saly","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591581-190","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain 500m2 bord de mer saly","https://www.dakarvente.com/annonce-7224-terrain-500m2-bord-de-mer-saly.html","Terrain 500m2 bord de mer saly","35.000.000  FCFA","Saly","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591586-191","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","terrain Nianing","https://www.dakarvente.com/annonce-7302-terrain-nianing.html","terrain Nianing","","Saly","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591594-192","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Vente Terrain a Zac Mbao Dakar","https://www.dakarvente.com/annonce-7445-vente-terrain-a-zac-mbao-dakar.html","Vente Terrain a Zac Mbao Dakar","15.000.000  FCFA","Mbao","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591600-193","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain 800 M2 Fatou salam (Mboro)","https://www.dakarvente.com/annonce-7473-terrain-800-m2-fatou-salam-mboro.html","Terrain 800 M2 Fatou salam (Mboro)","11.000.000  FCFA","Thiès","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591608-194","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain 300 m2 bail saly","https://www.dakarvente.com/annonce-7480-terrain-300-m2-bail-saly.html","Terrain 300 m2 bail saly","10.000.000  FCFA","Saly","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591614-195","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","A vendre un terrain commercial à Mbao","https://www.dakarvente.com/annonce-7519-a-vendre-un-terrain-commercial-mbao.html","A vendre un terrain commercial à Mbao","45.000.000  FCFA","Mbao","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591621-196","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","A vendre un terrain aux Maristes","https://www.dakarvente.com/annonce-7520-a-vendre-un-terrain-aux-maristes.html","A vendre un terrain aux Maristes","45.000.000  FCFA","Maristes","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591629-197","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Vente Terrain 400 m2 - Diass","https://www.dakarvente.com/annonce-7604-vente-terrain-400-m2-diass.html","Vente Terrain 400 m2 - Diass","1.500.000  FCFA","Diamniadio","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591635-198","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Vente terrain 716 m2","https://www.dakarvente.com/annonce-7608-vente-terrain-716-m2.html","Vente terrain 716 m2","300.000.000  FCFA","Dakar","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591641-199","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain Yoff cité Sicap","https://www.dakarvente.com/annonce-7617-terrain-yoff-cit-sicap.html","Terrain Yoff cité Sicap","73.000.000  FCFA","Yoff","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591646-200","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain Lac Rose","https://www.dakarvente.com/annonce-7618-terrain-lac-rose.html","Terrain Lac Rose","","Rufisque","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591653-201","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain Tivaouane Peulh","https://www.dakarvente.com/annonce-7619-terrain-tivaouane-peulh.html","Terrain Tivaouane Peulh","","Keur Massar","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591659-202","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain à Vendre à Almadie 2","https://www.dakarvente.com/annonce-7659-terrain-vendre-almadie-2.html","Terrain à Vendre à Almadie 2","14.000.000  FCFA","Rufisque","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591665-203","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Vente terrains 700m2 - Almadie","https://www.dakarvente.com/annonce-7668-vente-terrains-700m2-almadie.html","Vente terrains 700m2 - Almadie","800.000  FCFA","Almadies","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591674-204","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","terrain à vendre","https://www.dakarvente.com/annonce-7677-terrain-vendre.html","terrain à vendre","1.200.000  FCFA","Saint Louis","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591681-205","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Terrain à vendre de 716m2 angle","https://www.dakarvente.com/annonce-7713-terrain-vendre-de-716m2-angle.html","Terrain à vendre de 716m2 angle","300.000.000  FCFA","Golf","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591695-206","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","Vente de terrains à poute","https://www.dakarvente.com/annonce-7730-vente-de-terrains-poute.html","Vente de terrains à poute","850.000  FCFA","Thiès","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591722-207","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=50","Terrains à vendre 200m2","https://www.dakarvente.com/annonce-7786-terrains-vendre-200m2.html","Terrains à vendre 200m2","54.700.000  FCFA","Yoff","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
"1732591727-208","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=50","Terrains à vendre 200m2","https://www.dakarvente.com/annonce-7787-terrains-vendre-200m2.html","Terrains à vendre 200m2","54.700.000  FCFA","Yoff","terrains à vendre","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html"
